name,Unnamed: 0,survey,survey_location,id,limit,year,speed,latitude,longitude
WARRACKNABEAL-RAINBOW ROAD,71353.5,12417.0,5960.5,9314.5,100.0,2012.0,100.709374376,-36.10591863,142.2275974
WARRANDYTE ROAD,149150.5,16483.0,3763.5,13177.25,65.0,2012.0,61.4641015728,-37.951525125,145.188320025
WARRANDYTE-RINGWOOD ROAD,193047.5,18879.0,1.5,11086.5,66.6666666667,2011.0,71.1763367985,-37.7649899933,145.232641333
WARREN STREET,20471.5,10191.0,1232.5,9694.5,100.0,2011.0,80.1033855676,-36.12785549,144.7306569
WARRIGAL ROAD,199102.166667,19062.6666667,1.0,3667.66666667,63.3333333333,2012.33333333,49.365729173,-37.8928296133,145.088105567
WARRNAMBOOL-CARAMUT ROAD,66555.5,12241.0,5606.5,8829.5,100.0,2012.66666667,86.1939234732,-38.2824009433,142.451986067
WARRNAMBOOL-MORTLAKE ROAD,56705.5,11341.0,3486.5,5316.5,100.0,2013.0,99.3947909646,-38.19976844,142.6529461
WATER STREET,204533.5,19215.0,1.5,9205.5,80.0,2013.0,64.7541668018,-37.55521823,143.8968914
WATSON STREET,147767.5,16431.0,3878.0,11159.5,70.0,2011.5,78.7403643131,-37.417171595,144.98609275
WAURN PONDS ROAD,209745.5,19418.0,1.5,31642.5,80.0,2013.0,79.3070651345,-38.20576477,144.28757475
WAVERLEY ROAD,150594.5,16582.0,4326.0,9462.0,60.0,2011.0,56.7911458514,-37.883540235,145.12562355
WEBB ROAD,90235.5,13428.0,5816.5,8973.5,80.0,2011.0,94.7641395287,-36.3576628,144.7271187
WELLING,132718.592437,15320.2605042,6844.04201681,14834.3361345,70.1680672269,2011.0,67.1193698114,-37.0446369961,144.698358407
WELLS ROAD,118528.5,14534.0,8556.5,13121.5,70.0,2011.0,73.5045441242,-38.04081432,145.135059375
WERRIBEE STREET,110857.5,14401.0,8430.5,9920.0,60.0,2011.0,52.6271876099,-37.90367633,144.6545134
WEST FYANS STREET,176257.5,18537.0,1.5,9030.0,60.0,2012.0,45.0578125318,-38.15986492,144.3471886
WEST GATE FREEWAY,2429.85294118,9.0,1829.94117647,14858.1764706,89.4117647059,2010.0,82.859602816,-14.9810826106,122.053700137
WEST GATE FREEWAY  INDIRECT  ONRAMP,207995.5,19330.0,1.0,30830.0,80.0,2013.0,49.625,-37.82711029,144.946701
WEST GATE FREEWAY  INDIRECT ONRAMP,207947.5,19329.0,1.0,30979.0,80.0,2013.0,45.8677083254,-37.82711029,144.946701
WEST GATE FREEWAY ONRAMP,106569.5,14187.0,8044.0,30841.0,100.0,2013.0,44.8828124206,-37.82616311,144.9488216
WEST GATE FREEWAYINDIRECT ONRAMP,207515.5,19320.0,1.0,31457.0,80.0,2013.0,69.986979246,-37.83171554,144.9165603
WEST GATE FREEWAYOFFRAMP,156737.5,14488.625,786.125,11941.75,85.0,2011.25,76.6150436003,-26.4102389069,133.489416741
WEST GATE FREEWAYONRAMP,56895.5,7345.66666667,5340.41666667,7417.41666667,100.0,2010.16666667,75.2563297882,-37.826231365,144.874141292
WESTERN FREEWAY,88696.25,12684.75,2175.91666667,13356.9583333,103.333333333,2012.5,105.88036776,-22.4055755679,128.98415185
WESTERN FREEWAYOFFRAMP,191263.5,18814.0,1.0,11607.0,80.0,2011.0,72.4250517681,-37.51745224,143.8447723
WESTERN FWY/HWY,58591.5,11530.0,4025.0,11378.0,80.0,2013.0,99.3041663167,-37.55987893,143.9531782
WESTERN FWY/WESTERN HIGHWAY,122977.5,14597.0,8791.0,30497.0,100.0,2011.0,102.983955624,144.719185,-37.74965722
WESTERN FWY/WESTERN/HWY,58543.5,11530.0,4024.0,1260.0,80.0,2013.0,97.658333301,-37.55987893,143.9531782
WESTERN HIGHWAY,91992.5526316,13124.3684211,2207.10526316,6319.23684211,94.2105263158,2012.68421053,95.6065974116,-36.9113527866,142.492024237
WESTERN LINK,206847.863636,19306.0909091,1.0,9270.86363636,80.0,2013.0,79.9086410891,-37.7732178786,144.931389664
WESTERN PORT ROAD,81294.7947368,12739.2157895,4621.31052632,10544.5526316,79.8947368421,2012.50526316,74.2794273573,-38.2080961946,145.706267293
WESTERN RING ROAD,2602.35714286,9.0,2130.0,14448.047619,100.0,2011.23809524,82.2789765163,-37.7527010086,144.844928957
WESTERN RING ROAD INDIRECT OFFRAMP,6035.5,9.0,3187.0,31701.0,100.0,2006.0,74.1875,-37.69385622,144.9129087
WESTERN RING ROAD OFFRAMP,5279.5,9.0,3154.5,30587.0,100.0,2006.0,89.1648513477,53.574516615,53.57333588
WESTERN RING ROADOFFRAMP,5662.0,9.0,3171.3125,8943.125,100.0,2006.0,80.7837395444,-37.7564100012,144.836230769
WESTERN RING ROADONRAMP,6225.60526316,163.105263158,3214.78947368,7954.31578947,100.0,2006.31578947,83.5633392498,-37.7613038121,144.836891726
WHITE ROAD,82823.5,12880.0,3329.5,7170.0,60.0,2012.0,53.7783854808,-38.60105999,145.5929257
WHITEHALL STREET,180279.5,18607.0,1.5,11535.0,60.0,2011.0,57.0414843361,-37.80284205,144.9052987
WHITEHORSE ROAD,107628.833333,11522.6666667,3049.16666667,16707.5,60.0,2008.33333333,60.9636281333,-37.8019550467,145.160004433
WHITELAW STREET,136849.5,15919.0,4061.5,6863.0,60.0,2013.0,56.271744748,-38.5773548675,146.01706175
WHITTLESEA-YEA ROAD,43825.5,10752.0,2229.5,10958.0,100.0,2013.0,98.0911450804,-37.24330185,145.3919942
WHYTE STREET,61999.5,11910.0,4918.5,13390.0,100.0,2012.0,81.05182306,-37.59335883,141.6795634
WILDWOOD ROAD,99129.5,13764.0,7212.47727273,15538.7272727,100.0,2011.0,93.9316186456,-37.60751316,144.8051134
WILLIAMS,99588.8333333,13804.6666667,6885.83333333,11222.5,60.0,2013.0,55.4119791588,-37.81670274,144.882716767
WILLIAMS STREET,195078.5,18964.0,1.51063829787,8258.87234043,60.0,2012.0,62.2675793429,-38.62817675,145.7307526
WILLIS STREET,210459.5,19433.0,1.5,5922.0,60.0,2013.0,59.8302083016,-38.240276335,143.99349975
WILLOW GROVE ROAD,137741.922222,15565.9777778,4477.28888889,10013.2074074,85.7777777778,2012.66666667,63.2724350327,-38.1122229113,146.136633624
WILLS STREET,28411.5,10435.0,1520.5,9064.0,60.0,2011.0,55.2261980574,-36.76282588,144.2807158
WILSONS PROMON,194179.5,18922.0,1.5,8031.5,100.0,2013.0,58.8208333654,-38.93750998,146.2773227
WILTSHIRE LANE,149851.5,16546.5,4090.5,9105.0,80.0,2012.0,66.4730468196,-37.582234705,143.8080651
WIMMERA HIGHWAY,70753.1882129,12604.338403,1686.87452471,11957.769962,94.6007604563,2012.36311787,95.4936040598,-36.7906575871,142.013097931
WINCHELSEA-DEANS MARSH ROAD,64998.5,12174.0,5472.51162791,8266.95348837,100.0,2012.0,92.08139486,-38.3887389,143.8902047
WODONGA-YACKANDANDAH ROAD,129675.0,15706.25,552.0,9988.0,100.0,2012.5,92.5321414757,-36.2350193475,146.91966175
WOODS STREET,152061.5,17130.0,9965.5,7110.0,50.0,2011.0,61.8024216694,-36.37426818,142.9862466
WOODSIDE BEACH ROAD,54701.5,11019.0,2738.52631579,8409.42105263,100.0,2012.0,96.6483537289,-38.53291236,146.8907681
WOOLPACK ROAD,108847.5,14302.5,8238.5,15334.0,80.0,2012.0,75.2999999525,-37.696487125,144.45785385
WOOLSTHORPE-HEYWOOD ROAD,92967.2977528,13615.5449438,3791.60674157,14094.8314607,100.0,2012.26966292,96.062499387,-38.1462207636,142.003225715
WORSLEY ROAD,88411.5,13254.0,4982.5,15336.5,90.0,2011.0,77.9124998248,-38.06423623,145.182136
WYNDHAM STREET,142837.5,15043.5,9648.5,13300.0,60.0,2013.0,56.7960936823,-36.38804472,145.397852625
YACKANDANDAH-DEDERANG ROAD,133595.5,14917.0,9401.47727273,10232.1590909,80.0,2012.0,99.2869317745,-36.432427,146.9191798
YAN YEAN ROAD,179711.5,18601.0,1.5,15341.5,80.0,2013.0,76.481249968,-37.57767865,145.1431704
YARRA GLEN BYPASS,192567.5,18868.0,1.5,31052.5,80.0,2011.0,92.7083328562,-37.65599349,145.3947557
YARRA GLEN-YEA ROAD,15311.5,10115.0,1046.5,5669.5,100.0,2012.0,101.477083085,-37.25835409,145.4565502
YARRA JUNCTION-NOOJEE ROAD,135053.5,14937.0,9441.47826087,7972.86956522,80.0,2013.0,73.8418479588,-37.89808578,145.9808819
YARRAM-PORT ALBERT ROAD,74397.5,12561.0,6248.52272727,10235.2727273,100.0,2013.0,96.2411924673,-38.65560455,146.6792379
YARRAM-TRARALGON ROAD,37656.0804196,11111.2447552,2152.8951049,5512.1958042,93.2867132867,2013.0,98.8257859341,-38.3708884348,146.69207567
YORK STREET,176545.5,18540.0,1.5,12199.0,60.0,2013.0,54.5020834604,-38.09606504,147.0683526
